species,speciesID,common_name,taxonomic_group,doc_type,sara_status,date_of_listing,doc_citation,url,year_published,CC_threat_CA,seabird,seabird_notes,migratory,subspecies,population,sdm,range_data,rationale_excluded,range_data_source,range_data_citation,spatial_data_used,spatial_data_type,spatial_data_date_accessed,spatial_data_verified,spatial_data_verified_notes,range_size_Canada,range_size_America,exclude_Hardouin_Hargreaves,cc_threat_ca_adj,sara_status_adj,year_of_listing,min_year_of_listing,cc_sdm,sdm_no_cc,sdm_ca,cc_sdm_ca,sdm_no_cc_ca,n_sdm,n_cc_sdm,n_sdm_ca,n_cc_sdm_ca,rsf_sdm,n_rsf_sdm,rowID,X2_primary_review_date,X2_secondary_review_date,X2_cc_sdm,X2_cc_sdm_ref_type,X2_cc_sdm_reference,X2_cc_sdm_section,X2_cc_sdm_cc_threat,X2_cc_sdm_oth_threat,X2_other_sdm,X2_other_sdm_reference,X2_other_sdm_section,X2_other_sdm_cc_threat,X2_other_sdm_oth_threat,X2_other_cc_model,start_date,n_sdm_ca_avl,n_cc_sdm_ca_avl
Tegeticula yuccasella,451,yucca moth,Arthropods,Recovery Strategies,Endangered,NA,"Environment and Climate Change Canada. 2017. Amended Recovery Strategy for the Soapweed (Yucca glauca) and Yucca Moth (Tegeticula yuccasella) and Recovery Strategy for the Non-pollinating Yucca Moth (Tegeticula corruptrix) and the Five-spotted Bogus Yucca Moth (Prodoxus quinquepunctellus) in Canada [Proposed]. Species at Risk Act Recovery Strategy Series. Environment and Climate Change Canada, Ottawa. 2 parts, 50 pp. + 24 pp",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=yucca%20moth,2017,NE,0,NA,0,0,0,1,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,5664.801782,4791641.422,N,0,Endangered,NA,2005,0,1,1,0,1,1,0,1,0,1,1,1625,7/22/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2016,0,0
Tegeticula yuccasella,451,yucca moth,Arthropods,COSEWIC Status Reports,Endangered,1/12/2005,NA,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=yucca%20moth,2013,0,0,NA,0,0,0,1,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,5664.801782,4791641.422,N,0,Endangered,2005,2005,0,1,1,0,1,1,0,1,0,1,1,634,7/22/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2012,0,0
Tegeticula yuccasella,451,yucca moth,Arthropods,Recovery Strategies,Endangered,NA,"Environment and Climate Change Canada. 2019. Amended Recovery Strategy for the Soapweed (Yucca glauca) and Yucca Moth (Tegeticula yuccasella) and Recovery Strategy for the Non-pollinating Yucca Moth (Tegeticula corruptrix) and the Five-spotted Bogus Yucca Moth (Prodoxus quinquepunctellus) in Canada. Species at Risk Act Recovery Strategy Series. Environment and Climate Change Canada, Ottawa. 2 parts, 50 pp. + 24 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=yucca%20moth,2019,0,0,NA,0,0,0,1,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,5664.801782,4791641.422,N,0,Endangered,NA,2005,0,1,1,0,1,1,0,1,0,1,1,386,7/22/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2018,1,0
Tephrosia virginiana,371,virginia goat's-rue,Vascular Plants,Recovery Strategies,Endangered,NA,"Environment and Climate Change Canada. 2017. Recovery Strategy for the Virginia Goatâ€™s-rue (Tephrosia virginiana) in Canada. Species at Risk Act Recovery Strategy Series. Environment and Climate Change Canada, Ottawa. 3 parts, 24 pp. + vi + 26 pp. + 5 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=virginia%20goat%27s%20-%20rue,2017,0,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,2558.86715,2465172.197,N,0,Endangered,NA,2003,0,0,0,0,0,0,0,0,0,0,0,1791,7/22/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2016,0,0
Tephrosia virginiana,371,virginia goat's-rue,Vascular Plants,COSEWIC Status Reports,Endangered,6/5/2003,COSEWIC. 2009. COSEWIC assessment and status report on theVirginia Goat’s–rue Tephrosia virginiana in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vii + 31 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=virginia%20goat%27s%20-%20rue,2009,0,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,2558.86715,2465172.197,N,0,Endangered,2003,2003,0,0,0,0,0,0,0,0,0,0,0,800,7/22/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2008,0,0
Tetraneuris herbacea,300,lakeside daisy,Vascular Plants,Recovery Strategies,Threatened,NA,"Parks Canada Agency. 2011. Recovery Strategy for the Lakeside Daisy (Hymenoxys herbacea) in Canada. Species at Risk Act Recovery Strategy Series. Parks Canada Agency, Ottawa. xi + 60 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=lakeside%20daisy,2011,1,0,NA,0,0,0,1,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,557.654936,557.654936,N,1,Threatened,NA,2005,0,1,1,0,1,1,0,1,0,1,1,1616,4/24/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2010,0,0
Tetraneuris herbacea,300,lakeside daisy,Vascular Plants,COSEWIC Status Reports,Threatened,1/12/2005,COSEWIC 2002. COSEWIC assessment and status report the lakeside daisy Hymenoxys herbacea in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vi + 24 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=lakeside%20daisy,2002,0,0,NA,0,0,0,1,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,557.654936,557.654936,N,1,Threatened,2005,2005,0,1,1,0,1,1,0,1,0,1,1,624,7/22/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2001,0,0
Thamnophis butleri,315,butler's gartersnake,Reptiles,Recovery Strategies,Endangered,NA,"Environment and Climate Change Canada. 2018. Recovery Strategy for the Butler’s Gartersnake (Thamnophis butleri) in Canada. Species at Risk Act Recovery Strategy Series. Environment and Climate Change Canada, Ottawa. viii + 51 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=butler%27s%20gartersnake,2018,0,0,NA,0,0,0,1,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,10902.22747,165773.8458,N,0,Endangered,NA,2003,0,1,1,0,1,1,0,1,0,1,1,57,7/23/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2017,1,0
Thamnophis butleri,315,butler's gartersnake,Reptiles,COSEWIC Status Reports,Endangered,6/5/2003,NA,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=butler%27s%20gartersnake,2010,0,0,NA,0,0,0,1,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,10902.22747,165773.8458,N,0,Endangered,2003,2003,0,1,1,0,1,1,0,1,0,1,1,756,7/23/2024,10/22/2024,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2009,0,0
Thamnophis sauritus,328,eastern ribbonsnake great lakes population,Reptiles,COSEWIC Status Reports,Special Concern,1/12/2005,COSEWIC. 2012. COSEWIC assessment and status report on the Eastern Ribbonsnake Thamnophis sauritus in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xii + 39 pp,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=eastern%20ribbonsnake%20great%20lakes%20population,2012,1,0,NA,0,0,1,1,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,140673.3958,1628726.903,N,1,Threatened,2005,2005,1,0,1,1,0,2,2,2,2,1,2,924,6/6/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2011,0,0
Thamnophis sauritus,328,eastern ribbonsnake great lakes population,Reptiles,Management Plans,Special Concern,NA,"Environment Canada. 2015. Management Plan for the Eastern Ribbonsnake (Thamnophis sauritus), Great Lakes population, in Canada. Species at Risk Act Management Plan Series, Environment Canada, Ottawa, iv + 23 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=eastern%20ribbonsnake%20great%20lakes%20population,2015,0,0,NA,0,0,1,1,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,140673.3958,1628726.903,N,1,Threatened,NA,2005,1,0,1,1,0,2,2,2,2,1,2,2048,7/23/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2014,0,0
Thamnophis sauritus,374,eastern ribbonsnake atlantic population,Reptiles,COSEWIC Status Reports,Threatened,1/12/2005,COSEWIC. 2012. COSEWIC assessment and status report on the Eastern Ribbonsnake Thamnophis sauritus in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xii + 39 pp,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=eastern%20ribbonsnake%20atlantic%20population,2012,1,0,NA,0,0,1,1,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,140673.3958,1628726.903,N,1,Threatened,2005,2005,1,0,1,1,0,2,2,2,2,1,2,639,6/6/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2011,0,0
Thamnophis sauritus,374,eastern ribbonsnake atlantic population,Reptiles,Recovery Strategies,Threatened,NA,"Parks Canada Agency. 2012. Recovery Strategy for the Eastern Ribbonsnake (Thamnophis sauritus), Atlantic Population in Canada. Species at Risk Act Recovery Strategy Series. Parks Canada Agency, Ottawa. x + 46 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=eastern%20ribbonsnake%20atlantic%20population,2012,1,0,NA,0,0,1,1,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,140673.3958,1628726.903,N,1,Threatened,NA,2005,1,0,1,1,0,2,2,2,2,1,2,1630,6/6/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2011,0,0
Tonella tenella,281,small-flowered tonella,Vascular Plants,COSEWIC Status Reports,Endangered,7/14/2005,COSEWIC 2003. COSEWIC assessment and status report on the small-flopwered tonella Tonella tenella in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vii + 14 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=small%20-%20flowered%20tonella,2003,0,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,364.5012833,132330.7027,N,0,Endangered,2005,2005,0,0,0,0,0,0,0,0,0,0,0,531,7/23/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2002,0,0
Tonella tenella,281,small-flowered tonella,Vascular Plants,Recovery Strategies,Endangered,NA,Parks Canada Agency. 2006. Recovery Strategy for multi-species at risk in Garry Oak Woodlands in Canada. In Species at Risk Act Recovery Strategy Series. Ottawa: Parks Canada Agency. 58 pps.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=small%20-%20flowered%20tonella,2016,0,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,364.5012833,132330.7027,N,0,Endangered,NA,2005,0,0,0,0,0,0,0,0,0,0,0,1525,7/23/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2015,0,0
Tradescantia occidentalis,206,western spiderwort,Vascular Plants,Recovery Strategies,Threatened,NA,"Environment Canada. 2013. Recovery Strategy for the Western Spiderwort (Tradescantia occidentalis) in Canada. Species at Risk Act Recovery Strategy Series. Environment Canada, Ottawa. iv + 36 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=western%20spiderwort,2013,1,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,22102.24213,3071592.427,N,1,Threatened,NA,2005,0,0,0,0,0,0,0,0,0,0,0,1678,6/6/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,2012,0,0
Tradescantia occidentalis,206,western spiderwort,Vascular Plants,COSEWIC Status Reports,Threatened,1/12/2005,COSEWIC 2002. COSEWIC assessment and update status report on the Western spiderwort Tradescantia occidentalis in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vi + 25 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=western%20spiderwort,2002,0,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,22102.24213,3071592.427,N,1,Threatened,2005,2005,0,0,0,0,0,0,0,0,0,0,0,687,7/23/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2001,0,0
Trichophorum planifolium,319,bashful bulrush,Vascular Plants,COSEWIC Status Reports,Endangered,6/5/2003,COSEWIC 2000. COSEWIC assessment and status report on the bashful bulrush Trichophorum planifolium in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vi + 8 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=bashful%20bulrush,2000,0,0,NA,0,0,0,0,0,"no spatial data, no estimate of range size",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Endangered,2003,2003,0,0,0,0,0,0,0,0,0,0,0,571,7/23/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,1999,0,0
Trichophorum planifolium,319,bashful bulrush,Vascular Plants,Recovery Strategies,Endangered,NA,"Smith, T.W. and C.J. Rothfels. 2007. Recovery Strategy for Few-flowered Club-rush/Bashful Bulrush (Trichophorum planifolium (Sprengel) Palla) in Canada. Prepared for the Ontario Ministry of Natural Resources by the Royal Botanical Gardens. Hamilton. vi + 22 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=bashful%20bulrush,2007,0,0,NA,0,0,0,0,0,"no spatial data, no estimate of range size",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Endangered,NA,2003,0,0,0,0,0,0,0,0,0,0,0,1564,7/23/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2006,0,0
Trillium flexipes,225,drooping trillium,Vascular Plants,Recovery Strategies,Endangered,NA,"Environment Canada. 2016. Recovery Strategy for the Drooping Trillium (Trillium flexipes) in Canada. Species at Risk Act Recovery Strategy Series. Environment Canada, Ottawa. 24 pp. + Appendix.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=drooping%20trillium,2016,0,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,25741.49837,770914.3952,N,0,Endangered,NA,2003,0,0,0,0,0,0,0,0,0,0,0,1751,7/23/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2015,0,0
Trillium flexipes,225,drooping trillium,Vascular Plants,COSEWIC Status Reports,Endangered,6/5/2003,COSEWIC. 2009. COSEWIC assessment and update status report on the Drooping Trillium Trillium flexipes in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vi + 31 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=drooping%20trillium,2009,0,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,25741.49837,770914.3952,N,0,Endangered,2003,2003,0,0,0,0,0,0,0,0,0,0,0,760,7/23/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2008,0,0
Triphora trianthophoros,354,nodding pogonia,Vascular Plants,Recovery Strategies,Endangered,NA,"Environment and Climate Change Canada. 2016. Recovery Strategy for the Nodding Pogonia (Triphora trianthophoros) in Canada. Species at Risk Act Recovery Strategy Series. Environment and Climate Change Canada, Ottawa. 3 parts, 22 pp., v + 29 pp. and 5 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=nodding%20pogonia,2016,0,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,9994.733479,2411139.317,N,0,Endangered,NA,2003,0,0,0,0,0,0,0,0,0,0,0,1755,7/23/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2015,0,0
Triphora trianthophoros,354,nodding pogonia,Vascular Plants,COSEWIC Status Reports,Endangered,6/5/2003,COSEWIC. 2010. COSEWIC assessment and status report on the Nodding Pogonia Triphora trianthophoros in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. x + 22 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=nodding%20pogonia,2010,0,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,9994.733479,2411139.317,N,0,Endangered,2003,2003,0,0,0,0,0,0,0,0,0,0,0,764,7/23/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2009,0,0
Triphysaria versicolor,222,bearded owl-clover,Vascular Plants,COSEWIC Status Reports,Endangered,6/5/2003,COSEWIC. 2011. COSEWIC assessment and status report on the Bearded Owl-clover Triphysaria versicolor in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. x + 25 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=bearded%20owl%20-%20clover,2011,1,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,252.9552665,103559.589,N,1,Endangered,2003,2003,0,0,0,0,0,0,0,0,0,0,0,542,6/6/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,2010,0,0
